order_id,order_date,updated_date,status,channel,fulfillment,shipping_tier,product_id,category,quantity,currency,unit_price,tax,shipping_cost,discount,city,state,country,payment_method,is_business
ORD-0568,2026-02-06 14:40:27,2026-02-20 22:43:57,Shipped,MX,Seller,Standard,PROD-31,Seasoning,1,MXN,99.0,,42.25,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0568,2026-02-06 14:40:27,2026-02-20 22:43:57,Shipped,MX,Seller,Standard,PROD-27,Seasoning,1,MXN,85.0,,42.44,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0559,2026-02-06 06:03:20,2026-02-06 16:47:19,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,549.9,,39.0,,CIUDAD APODACA,NUEVO LEON,MX,CreditCard,False
ORD-0426,2026-02-06 04:32:01,2026-02-06 04:32:56,Cancelled,MX,Platform,Standard,PROD-41,Smoked Salt,0,,,,,,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE,MX,CreditCard,False
ORD-0273,2026-02-06 03:35:59,2026-02-06 20:31:57,Shipped,MX,Seller,Standard,PROD-44,Smoked Salt,1,MXN,135.0,,83.02,,SAN NICOLAS DE LOS GARZA,NUEVO LEON,MX,"CreditCard, GiftCertificate",False
ORD-0262,2026-02-06 03:13:59,2026-02-06 08:48:58,Shipped,MX,Platform,Expedited,PROD-41,Smoked Salt,1,MXN,198.0,,,,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MX,CreditCard,False
ORD-0363,2026-02-06 01:39:45,2026-02-06 08:36:54,Shipped,MX,Platform,Expedited,PROD-41,Smoked Salt,1,MXN,220.0,,,,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,MX,CreditCard,False
ORD-0430,2026-02-05 19:35:36,2026-02-06 09:59:24,Shipped,MX,Platform,Expedited,PROD-41,Smoked Salt,3,MXN,660.0,,,,CIUDAD APODACA,NUEVO LEON,MX,CreditCard,False
ORD-0168,2026-02-05 15:13:40,2026-02-05 20:01:21,Shipped,MX,Platform,Expedited,PROD-41,Smoked Salt,1,MXN,220.0,,,,MÉRIDA,YUCATÁN,MX,CreditCard,False
ORD-0055,2026-02-05 13:26:08,2026-02-05 20:01:05,Shipped,MX,Seller,Standard,PROD-44,Smoked Salt,1,MXN,135.0,,83.02,,MONTERREY,NUEVO LEON,MX,CreditCard,False
ORD-0442,2026-02-05 03:56:38,2026-02-05 09:56:13,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,611.0,,,,Monterrey,Nuevo León,MX,CreditCard,False
ORD-0047,2026-02-05 03:54:09,2026-02-07 20:09:49,Shipped,MX,Seller,Standard,PROD-33,Seasoning,2,MXN,198.0,,80.25,,MERIDA,YUCATAN,MX,CreditCard,False
ORD-0094,2026-02-05 03:44:51,2026-02-05 09:55:12,Shipped,MX,Platform,Expedited,PROD-13,Bundle,1,MXN,999.0,,,,Monterrey,Nuevo Leon,MX,CreditCard,False
ORD-0305,2026-02-05 02:55:31,2026-02-05 20:34:15,Shipped,MX,Seller,Standard,PROD-25,Seasoning,1,MXN,99.0,,82.25,,TEPATITLAN DE MORELOS,JALISCO,MX,"GiftCertificate, CreditCard",False
ORD-0109,2026-02-05 02:27:53,2026-02-05 02:28:30,Cancelled,MX,Seller,Standard,PROD-08,Snack,0,,,,,,GARCIA,NUEVO LEON,MX,CreditCard,False
ORD-0293,2026-02-04 22:56:08,2026-02-05 11:03:17,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,611.0,,17.5,,HERMOSILLO,SONORA,MX,CreditCard,False
ORD-0196,2026-02-04 22:18:43,2026-02-05 08:13:28,Shipped,MX,Seller,Standard,PROD-49,Sauce,2,MXN,198.0,,89.02,,LOS MOCHIS,SINALOA,MX,CreditCard,False
ORD-0621,2026-02-04 21:34:24,2026-02-05 19:01:59,Shipped,MX,Seller,Standard,PROD-25,Seasoning,1,MXN,99.0,,82.25,,VILLAHERMOSA,TABASCO,MX,CreditCard,False
ORD-0514,2026-02-04 21:01:27,2026-02-04 22:29:04,Shipped,MX,Seller,Standard,PROD-17,Bundle,1,MXN,540.0,,93.08,,TLALIXTAC DE CABRERA,OAXACA,MX,CreditCard,False
ORD-0468,2026-02-04 20:33:38,2026-02-04 21:47:50,Shipped,MX,Seller,Standard,PROD-46,Sauce,2,MXN,198.0,,88.83,,VILLAHERMOSA,TABASCO,MX,CreditCard,False
ORD-0371,2026-02-04 19:11:51,2026-02-05 16:33:56,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,611.0,,,,CHIHUAHUA,CHIHUAHUA,MX,CreditCard,False
ORD-0408,2026-02-04 18:46:32,2026-02-05 05:59:47,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,611.0,,,,IRAPUATO,GUANAJUATO,MX,"Installments, GiftCertificate",False
ORD-0008,2026-02-04 14:42:35,2026-02-06 08:39:47,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,611.0,,,,ECATEPEC DE MORELOS,MEXICO,MX,CreditCard,False
ORD-0413,2026-02-04 11:35:55,2026-02-04 18:29:57,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,611.0,,,,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MX,CreditCard,False
ORD-0424,2026-02-04 04:23:56,2026-02-04 15:10:38,Shipped,MX,Seller,Standard,PROD-40,Smoked Salt,10,MXN,1350.0,,110.8,,LEON DE LOS ALDAMA,GUANAJUATO,MX,CreditCard,False
ORD-0285,2026-02-03 21:20:29,2026-02-04 06:10:10,Shipped,MX,Platform,Expedited,PROD-11,Bundle,1,MXN,611.0,,,,ZAPOPAN,JALISCO,MX,CreditCard,False
ORD-0276,2026-02-03 16:02:12,2026-02-03 17:23:25,Shipped,MX,Seller,Standard,PROD-24,Seasoning,2,MXN,198.0,,80.0,,HEROICA CIUDAD DE CANANEA,SONORA,MX,CreditCard,False
ORD-0584,2026-02-03 13:54:34,2026-02-03 15:19:01,Shipped,MX,Seller,Standard,PROD-14,Bundle,1,MXN,600.0,,80.0,,CIUDAD GUZMÁN,JALISCO,MX,CreditCard,False
ORD-0070,2026-02-03 03:19:32,2026-02-03 08:25:39,Shipped,MX,Platform,Expedited,PROD-41,Smoked Salt,1,MXN,220.0,,,,METEPEC,MEXICO,MX,"GiftCertificate, CreditCard",False
ORD-0265,2026-02-03 03:14:32,2026-02-03 15:18:21,Shipped,MX,Seller,Standard,PROD-20,Seasoning,1,MXN,99.0,,42.25,,METEPEC,MEXICO,MX,CreditCard,False
ORD-0265,2026-02-03 03:14:32,2026-02-03 15:18:21,Shipped,MX,Seller,Standard,PROD-26,Seasoning,1,MXN,99.0,,42.44,,METEPEC,MEXICO,MX,CreditCard,False
ORD-0433,2026-02-03 00:26:24,2026-02-03 19:14:05,Shipped,MX,Platform,Standard,PROD-41,Smoked Salt,1,MXN,220.0,,,,UMAN,YUCATAN,MX,CreditCard,False
ORD-0299,2026-02-02 23:17:51,2026-02-03 16:43:41,Shipped,MX,Platform,Standard,PROD-41,Smoked Salt,1,MXN,220.0,,,,OAXACA DE JUAREZ,OAXACA,MX,CreditCard,False
ORD-0250,2026-02-02 19:58:40,2026-02-03 15:22:06,Shipped,MX,Seller,Standard,PROD-14,Bundle,1,MXN,600.0,,40.0,,NAUCALPAN DE JUAREZ,MEXICO,MX,CreditCard,False
ORD-0250,2026-02-02 19:58:40,2026-02-03 15:22:06,Shipped,MX,Seller,Standard,PROD-10,Bundle,1,MXN,495.0,,74.99,,NAUCALPAN DE JUAREZ,MEXICO,MX,CreditCard,False
ORD-0575,2026-02-02 18:32:10,2026-02-03 15:18:02,Shipped,MX,Seller,Standard,PROD-17,Bundle,1,MXN,540.0,,93.08,,SALINA CRUZ,OAXACA,MX,CreditCard,False
ORD-0275,2026-02-02 17:31:09,2026-02-03 15:17:48,Shipped,MX,Seller,Standard,PROD-44,Smoked Salt,1,MXN,135.0,,83.02,,CIUDAD SANTA CATARINA,NUEVO LEON,MX,CreditCard,False
ORD-0150,2026-02-02 16:44:52,2026-02-02 19:40:03,Shipped,MX,Platform,Expedited,PROD-41,Smoked Salt,1,MXN,220.0,,,,CIUDAD SANTA CATARINA,NUEVO LEON,MX,"GiftCertificate, CreditCard",False
ORD-0125,2026-02-02 16:17:44,2026-02-03 10:04:22,Shipped,MX,Platform,Expedited,PROD-41,Smoked Salt,1,MXN,220.0,,,,ZAPOPAN,JALISCO,MX,CreditCard,False
ORD-0610,2026-02-02 15:25:33,2026-02-02 18:29:13,Shipped,MX,Platform,Expedited,PROD-13,Bundle,1,MXN,999.0,,,,SANTIAGO DE QUERETARO,QUERETARO,MX,CreditCard,False
ORD-0531,2026-02-02 13:46:51,2026-02-02 20:31:28,Shipped,MX,Platform,Standard,PROD-13,Bundle,1,MXN,999.0,,14.5,,MERIDA,YUCATAN,MX,CreditCard,False
ORD-0186,2026-02-02 03:15:19,2026-02-04 00:33:47,Shipped,MX,Seller,Standard,PROD-17,Bundle,1,MXN,540.0,,93.08,,CADEREYTA JIMENEZ,NUEVO LEON,MX,CreditCard,False
ORD-0334,2026-02-02 00:54:09,2026-02-03 15:17:33,Shipped,MX,Seller,Standard,PROD-33,Seasoning,10,MXN,990.0,,81.27,,MANZANILLO,COLIMA,MX,CreditCard,False
ORD-0313,2026-02-01 22:51:51,2026-02-03 15:17:18,Shipped,MX,Seller,Standard,PROD-12,Seasoning,1,MXN,80.0,,86.99,,MAZATLÁN,SINALOA,MX,CreditCard,False
ORD-0478,2026-02-01 14:39:28,2026-02-03 15:17:10,Shipped,MX,Seller,Standard,PROD-55,Accessory,1,MXN,130.0,17.93,46.55,,SALTILLO,COAHUILA DE ZARAGOZA,MX,CreditCard,False
ORD-0478,2026-02-01 14:39:28,2026-02-03 15:17:10,Shipped,MX,Seller,Standard,PROD-54,Accessory,1,MXN,130.0,17.93,49.57,,SALTILLO,COAHUILA DE ZARAGOZA,MX,CreditCard,False
ORD-0311,2026-02-27 06:12:02,2026-02-28 15:56:07,Shipped,External US,Platform,Standard,PROD-45,Sauce,1,,,,,,San Jose,CA,US,,False
ORD-0311,2026-02-27 06:12:02,2026-02-28 15:56:07,Shipped,External US,Platform,Standard,PROD-09,Snack,1,,,,,,San Jose,CA,US,,False
ORD-0311,2026-02-27 06:12:02,2026-02-28 15:56:07,Shipped,External US,Platform,Standard,PROD-52,Sauce,1,,,,,,San Jose,CA,US,,False
ORD-0612,2026-02-26 15:39:33,2026-03-11 15:46:55,Shipping,External,Platform,Standard,PROD-49,Sauce,112,,,,,,,,,,False
ORD-0032,2026-02-19 16:08:49,2026-03-09 18:31:14,Shipped,External,Platform,Standard,PROD-51,Sauce,51,,,,,,,,,,False
ORD-0589,2026-02-12 15:35:46,2026-02-15 19:14:18,Shipped,External,Platform,Standard,PROD-51,Sauce,2,,,,,,,,,,False
ORD-0507,2026-03-01 05:34:21,2026-03-01 12:58:03,Shipped,US,Platform,Expedited,PROD-48,Sauce,1,USD,9.99,,,,CAMANO ISLAND,WA,US,Standard,False
ORD-0571,2026-03-01 05:03:56,2026-03-01 14:54:56,Shipped,US,Platform,Expedited,PROD-52,Sauce,1,USD,9.99,,,,PORTLAND,OR,US,Standard,False
ORD-0487,2026-03-01 04:00:35,2026-03-02 10:01:05,Shipped,US,Platform,Expedited,PROD-48,Sauce,1,USD,9.99,,,,BETHEL,PA,US,Standard,False
ORD-0142,2026-03-01 02:49:54,2026-03-03 09:33:49,Shipped,US,Platform,Expedited,PROD-48,Sauce,1,USD,9.99,,,,Wanaque,NJ,US,Standard,False
ORD-0020,2026-03-01 02:25:36,2026-03-01 20:31:44,Shipped,US,Platform,Expedited,PROD-18,Bundle,1,USD,55.99,,,,MIAMI,FL,US,Standard,False
ORD-0173,2026-03-01 01:40:41,2026-03-01 10:18:11,Shipped,US,Platform,Expedited,PROD-28,Seasoning,1,USD,9.99,,,,SAN ANTONIO,TX,US,Standard,False
ORD-0484,2026-03-01 01:39:57,2026-03-01 10:08:24,Shipped,US,Platform,Expedited,PROD-35,Seasoning,1,USD,9.99,,,,SAN ANTONIO,TX,US,Standard,False
ORD-0483,2026-03-01 01:39:25,2026-03-01 10:08:22,Shipped,US,Platform,Expedited,PROD-35,Seasoning,1,USD,9.99,,,,SAN ANTONIO,TX,US,Standard,False
ORD-0026,2026-03-01 01:05:08,2026-03-02 06:49:18,Shipped,US,Platform,SecondDay,PROD-56,Bundle,1,USD,35.99,1.62,,,New Orleans,LA,US,Standard,False
ORD-0447,2026-03-01 00:08:52,2026-03-02 03:42:24,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,0.84,,,Caldwell,ID,US,Standard,False
ORD-0592,2026-02-28 15:39:09,2026-03-01 01:33:05,Shipped,US,Platform,Expedited,PROD-21,Seasoning,1,USD,9.99,0.2,,,APEX,NC,US,Standard,False
ORD-0608,2026-02-28 15:21:09,2026-02-28 20:45:05,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,0.17,,,CLEVER,MO,US,Standard,False
ORD-0319,2026-02-28 03:41:05,2026-03-01 00:54:12,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,,,,NORWALK,CT,US,Standard,False
ORD-0246,2026-02-28 02:28:31,2026-03-01 03:27:40,Shipped,US,Platform,Expedited,PROD-28,Seasoning,1,USD,9.99,0.6,,,Eagle,ID,US,Standard,False
ORD-0339,2026-02-28 00:37:00,2026-03-01 00:30:11,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,,,,KATY,TX,US,Standard,False
ORD-0155,2026-02-27 23:47:22,2026-02-28 11:25:06,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,,,,HAMPTON,NH,US,Standard,False
ORD-0127,2026-02-27 23:19:54,2026-03-02 09:47:20,Shipped,US,Platform,Expedited,PROD-48,Sauce,1,USD,9.99,0.1,,,ROANOKE,VA,US,Standard,False
ORD-0368,2026-02-27 22:18:28,2026-03-01 20:45:51,Cancelled,US,Platform,Expedited,PROD-48,Sauce,0,,,,,,LOS ANGELES,CA,US,Standard,False
ORD-0114,2026-02-27 19:46:21,2026-02-28 08:05:38,Shipped,US,Platform,Expedited,PROD-52,Sauce,1,USD,9.99,,,,SUGAR LAND,TX,US,Standard,False
ORD-0174,2026-02-27 19:21:54,2026-03-01 10:23:18,Shipped,US,Platform,Expedited,PROD-45,Sauce,1,USD,9.99,,,,Dade City,Florida,US,Standard,False
ORD-0058,2026-02-27 18:55:42,2026-02-28 02:49:06,Shipped,US,Platform,Expedited,PROD-32,Seasoning,1,USD,9.99,,,,MCALLEN,TX,US,Standard,False
ORD-0345,2026-02-27 17:47:40,2026-02-28 06:14:26,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,0.14,,,SYCAMORE,IL,US,Standard,False
ORD-0223,2026-02-27 14:52:35,2026-02-27 22:01:02,Shipped,US,Platform,Expedited,PROD-18,Bundle,1,USD,55.99,,,,MIAMI,FL,US,Standard,False
ORD-0018,2026-02-27 14:50:24,2026-02-28 00:05:36,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,2,USD,27.98,,,,HOUSTON,TX,US,Standard,False
ORD-0321,2026-02-27 12:50:14,2026-02-28 04:54:24,Shipped,US,Platform,Expedited,PROD-52,Sauce,1,USD,9.99,,,,HOUSTON,TX,US,Standard,False
ORD-0256,2026-02-27 05:53:50,2026-02-28 07:54:18,Shipped,US,Platform,Expedited,PROD-21,Seasoning,1,USD,9.99,,,,FORT WORTH,TX,US,Standard,False
ORD-0328,2026-02-27 05:13:19,2026-02-27 11:32:59,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,,,,DYER,IN,US,Standard,False
ORD-0594,2026-02-27 03:23:06,2026-03-02 09:27:19,Shipped,US,Platform,Standard,PROD-43,Smoked Salt,1,USD,13.99,,0.85,,Westbury,NY,US,Standard,False
ORD-0191,2026-02-27 03:22:12,2026-02-28 04:43:18,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,1.12,,,PINSON,AL,US,Standard,False
ORD-0191,2026-02-27 03:22:12,2026-02-28 04:43:18,Shipped,US,Platform,Expedited,PROD-16,Bundle,1,USD,35.99,2.88,,,PINSON,AL,US,Standard,False
ORD-0342,2026-02-27 03:17:54,2026-02-27 03:23:47,Cancelled,US,Platform,Standard,PROD-43,Smoked Salt,0,,,,,,Westbury,NY,US,Standard,False
ORD-0544,2026-02-27 02:33:14,2026-02-27 18:33:40,Shipped,US,Platform,Expedited,PROD-52,Sauce,1,USD,9.99,,,,BEAVERTON,OR,US,Standard,False
ORD-0292,2026-02-27 02:06:15,2026-02-28 00:07:08,Shipped,US,Platform,Expedited,PROD-56,Bundle,1,USD,35.99,,,,SONORA,TX,US,Standard,False
ORD-0095,2026-02-26 21:25:01,2026-03-04 07:29:53,Pending,US,Platform,Standard,PROD-42,Smoked Salt,1,USD,19.99,,,,Mount Prospect,IL,US,Standard,False
ORD-0095,2026-02-26 21:25:01,2026-03-04 07:29:53,Pending,US,Platform,Standard,PROD-21,Seasoning,1,USD,9.99,0.22,0.08,,Mount Prospect,IL,US,Standard,False
ORD-0095,2026-02-26 21:25:01,2026-03-04 07:29:53,Pending,US,Platform,Standard,PROD-32,Seasoning,1,USD,9.99,0.22,0.08,,Mount Prospect,IL,US,Standard,False
ORD-0095,2026-02-26 21:25:01,2026-03-04 07:29:53,Pending,US,Platform,Standard,PROD-34,Seasoning,1,USD,9.99,0.22,,,Mount Prospect,IL,US,Standard,False
ORD-0095,2026-02-26 21:25:01,2026-03-04 07:29:53,Pending,US,Platform,Standard,PROD-35,Seasoning,1,USD,9.99,0.22,0.09,,Mount Prospect,IL,US,Standard,False
ORD-0181,2026-02-26 20:04:34,2026-03-01 16:41:51,Shipped,US,Platform,Standard,PROD-04,Bundle,2,USD,93.98,,,,KIHEI,HI,US,Standard,True
ORD-0396,2026-02-26 18:15:19,2026-02-28 10:25:50,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,,,,EAST WENATCHEE,WA,US,Standard,False
ORD-0355,2026-02-26 18:04:35,2026-02-27 05:48:55,Shipped,US,Platform,Expedited,PROD-18,Bundle,1,USD,55.99,,,,STRONGSVILLE,OH,US,Standard,False
ORD-0551,2026-02-26 17:23:58,2026-02-27 05:27:14,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,,,,NEW YORK,NY,US,Standard,False
ORD-0335,2026-02-26 14:02:51,2026-02-26 14:14:54,Cancelled,US,Platform,Expedited,PROD-43,Smoked Salt,0,,,,,,EAU CLAIRE,WI,US,Standard,False
ORD-0006,2026-02-26 11:49:05,2026-02-27 22:39:05,Shipped,US,Platform,Expedited,PROD-28,Seasoning,1,USD,9.99,,,,BROWNSVILLE,TX,US,Standard,False
ORD-0046,2026-02-26 11:48:32,2026-03-02 16:54:33,Shipped,US,Platform,Expedited,PROD-34,Seasoning,2,USD,19.98,,,,BROWNSVILLE,TX,US,Standard,False
ORD-0046,2026-02-26 11:48:32,2026-03-02 16:54:33,Shipped,US,Platform,Expedited,PROD-02,Seasoning,1,USD,39.99,,,,BROWNSVILLE,TX,US,Standard,False
ORD-0046,2026-02-26 11:48:32,2026-03-02 16:54:33,Shipped,US,Platform,Expedited,PROD-37,Smoked Salt,1,USD,44.99,,,,BROWNSVILLE,TX,US,Standard,False
ORD-0577,2026-02-26 06:29:16,2026-02-27 04:52:44,Shipped,US,Platform,Expedited,PROD-21,Seasoning,1,USD,9.99,0.25,,,AVONDALE,AZ,US,Standard,False
ORD-0417,2026-02-26 06:28:32,2026-02-27 04:52:40,Shipped,US,Platform,Expedited,PROD-21,Seasoning,1,USD,9.99,0.25,,,AVONDALE,AZ,US,Standard,False
ORD-0526,2026-02-26 05:28:11,2026-03-01 22:17:34,Shipped,US,Platform,Expedited,PROD-32,Seasoning,2,USD,19.98,0.5,,,AVONDALE,AZ,US,Standard,False
ORD-0017,2026-02-26 03:32:01,2026-02-26 22:41:02,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,,,,MIAMI,FL,US,Standard,False
ORD-0049,2026-02-26 02:19:12,2026-03-01 05:19:35,Cancelled,US,Platform,Expedited,PROD-35,Seasoning,0,,,,,,SAN ANTONIO,TX,US,Standard,False
ORD-0049,2026-02-26 02:19:12,2026-03-01 05:19:35,Cancelled,US,Platform,Expedited,PROD-21,Seasoning,0,,,,,,SAN ANTONIO,TX,US,Standard,False
ORD-0049,2026-02-26 02:19:12,2026-03-01 05:19:35,Cancelled,US,Platform,Expedited,PROD-32,Seasoning,0,,,,,,SAN ANTONIO,TX,US,Standard,False
ORD-0600,2026-02-26 00:23:24,2026-02-26 16:22:25,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,,,,Pleasant Hill,IL,US,Standard,False
ORD-0566,2026-02-25 23:35:08,2026-02-28 00:15:05,Shipped,US,Platform,Expedited,PROD-06,Snack,1,USD,13.99,,,,San Antonio,texas,US,Standard,False
ORD-0004,2026-02-25 22:19:16,2026-02-26 06:15:20,Shipped,US,Platform,Expedited,PROD-52,Sauce,1,USD,9.99,,,,Houston,Texas,US,Standard,False
ORD-0350,2026-02-25 18:43:40,2026-02-26 02:00:51,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,,,,RIVERVIEW,FL,US,Standard,False
ORD-0557,2026-02-25 18:18:57,2026-02-26 05:18:52,Shipped,US,Platform,Expedited,PROD-52,Sauce,1,USD,9.99,,,,PRESCOTT,AZ,US,Standard,False
ORD-0470,2026-02-25 18:12:33,2026-02-26 10:43:42,Shipped,US,Platform,Standard,PROD-43,Smoked Salt,1,USD,13.99,0.87,4.4,,Albuquerque,New Mexico,US,Standard,False
ORD-0389,2026-02-25 15:08:54,2026-02-25 22:41:59,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,,,,DOUGLAS,AZ,US,Standard,False
ORD-0465,2026-02-25 15:03:16,2026-02-25 19:23:10,Cancelled,US,Platform,Expedited,PROD-34,Seasoning,0,,,,,,DOUGLAS,AZ,US,Standard,False
ORD-0395,2026-02-25 03:53:06,2026-02-25 09:01:53,Shipped,US,Platform,Expedited,PROD-52,Sauce,1,USD,9.99,,,,LAS VEGAS,NV,US,Standard,False
ORD-0226,2026-02-25 01:42:24,2026-02-26 01:11:31,Shipped,US,Platform,Expedited,PROD-52,Sauce,1,USD,9.99,,,,LEHIGH ACRES,FL,US,Standard,False
ORD-0027,2026-02-24 19:00:02,2026-02-26 00:47:21,Shipped,US,Platform,Expedited,PROD-32,Seasoning,1,USD,9.99,,,,MIAMI,FL,US,Standard,False
ORD-0569,2026-02-24 18:59:42,2026-02-25 14:33:27,Shipped,US,Platform,Expedited,PROD-34,Seasoning,1,USD,9.99,,,,MIAMI,FL,US,Standard,False
ORD-0264,2026-02-24 08:28:58,2026-02-24 22:32:38,Shipped,US,Platform,Standard,PROD-50,Sauce,3,USD,29.97,,6.99,,SARASOTA,FL,US,Standard,False
ORD-0051,2026-02-24 04:51:14,2026-02-24 12:02:52,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,,,,SALEM,OR,US,Standard,False
ORD-0230,2026-02-24 02:10:54,2026-02-24 08:12:23,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,,,,SAN JOSE,CA,US,Standard,False
ORD-0038,2026-02-24 00:53:53,2026-02-24 17:44:18,Shipped,US,Platform,Expedited,PROD-48,Sauce,1,USD,9.99,,,,SAN ANGELO,TX,US,Standard,False
ORD-0038,2026-02-24 00:53:53,2026-02-24 17:44:18,Shipped,US,Platform,Expedited,PROD-52,Sauce,1,USD,9.99,,,,SAN ANGELO,TX,US,Standard,False
ORD-0158,2026-02-24 00:18:55,2026-02-25 16:55:51,Shipped,US,Platform,Standard,PROD-43,Smoked Salt,1,USD,13.99,,,,San tan valley,AZ,US,Standard,False
ORD-0238,2026-02-23 18:05:49,2026-02-24 20:35:58,Shipped,US,Platform,Expedited,PROD-52,Sauce,1,USD,9.99,0.67,,,MEMPHIS,TN,US,Standard,False
ORD-0595,2026-02-23 18:05:03,2026-02-24 03:00:39,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,2,USD,27.98,,,,HOUSTON,TX,US,Standard,False
ORD-0176,2026-02-23 17:56:16,2026-02-24 18:14:20,Shipped,US,Platform,Expedited,PROD-48,Sauce,1,USD,9.99,0.4,,,BETHANY,OK,US,Standard,False
ORD-0520,2026-02-23 17:25:12,2026-02-24 22:39:33,Shipped,US,Platform,Expedited,PROD-07,Snack,1,USD,13.99,,,,CARMEL,NY,US,Standard,False
ORD-0437,2026-02-23 16:47:00,2026-02-23 16:47:05,Pending,US,Platform,Expedited,PROD-42,Smoked Salt,1,USD,19.99,,,,MIRAMAR,FL,US,Standard,False
ORD-0195,2026-02-23 16:21:56,2026-03-04 23:45:55,Shipped,US,Platform,Expedited,PROD-06,Snack,1,USD,13.99,,0.5,,LEXINGTON,KY,US,Standard,False
ORD-0522,2026-02-23 16:08:20,2026-02-24 07:40:37,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,,0.33,,DAVIE,FL,US,Standard,False
ORD-0384,2026-02-23 15:58:03,2026-02-24 02:02:58,Shipped,US,Platform,Expedited,PROD-52,Sauce,1,USD,9.99,,,,SUGAR LAND,TX,US,Standard,False
ORD-0599,2026-02-23 14:19:36,2026-02-26 17:08:48,Shipped,US,Platform,Expedited,PROD-07,Snack,2,USD,27.98,1.88,,,Huntingdon,TN,US,Standard,False
ORD-0528,2026-02-23 13:40:58,2026-02-23 23:36:33,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,,,,MISSION,TX,US,Standard,False
ORD-0068,2026-02-23 04:31:21,2026-02-23 09:40:00,Shipped,US,Platform,Expedited,PROD-21,Seasoning,1,USD,9.99,,,,NORTHRIDGE,CA,US,Standard,False
ORD-0415,2026-02-23 04:30:57,2026-02-24 10:30:55,Shipped,US,Platform,Expedited,PROD-32,Seasoning,1,USD,9.99,0.2,,,HILLSBOROUGH,NC,US,Standard,False
ORD-0415,2026-02-23 04:30:57,2026-02-24 10:30:55,Shipped,US,Platform,Expedited,PROD-35,Seasoning,1,USD,9.99,0.2,,,HILLSBOROUGH,NC,US,Standard,False
ORD-0169,2026-02-23 04:04:50,2026-02-23 23:16:08,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,0.42,,,SARATOGA SPRINGS,UT,US,Standard,False
ORD-0501,2026-02-23 02:34:32,2026-02-28 02:24:36,Cancelled,US,Platform,Expedited,PROD-43,Smoked Salt,0,,,,,,SYLVANIA,GA,US,Standard,False
ORD-0163,2026-02-23 02:33:39,2026-02-24 20:38:19,Shipped,US,Platform,Expedited,PROD-43,Smoked Salt,1,USD,13.99,0.28,,,OAK ISLAND,NC,US,Standard,False
ORD-0310,2026-02-23 02:14:08,2026-02-26 00:46:17,Shipped,US,Platform,Expedited,PROD-32,Seasoning,1,USD,9.99,,,,Sheboygan,WI,US,Standard,False
ORD-0310,2026-02-23 02:14:08,2026-02-26 00:46:17,Shipped,US,Platform,Expedited,PROD-35,Seasoning,1,USD,9.99,,,,Sheboygan,WI,US,Standard,False
ORD-0310,2026-02-23 02:14:08,2026-02-26 00:46:17,Shipped,US,Platform,Expedited,PROD-21,Seasoning,1,USD,9.99,,,,Sheboygan,WI,US,Standard,False
